intreno;butxt;xauthgrp;syst_num;status;objname;tipob;validfrom;validto;priznas;region;bezei;home_city;city;zzcitydistr;city2;region_city;street;num;vidpr;zz_vidpr;zz_spost;zz_peref;zz_dnperp;zz_doperp;currtxt;elorgst_text;blktx;grpodr;vsp_num;vsp_name;statisp;curpriz;podrvalfrom;podrvalto;zz_objcat;zzelorgst_text;orgunit_text;blkid_easup_txt;statusesq;zz_priznas;segmentt;subsegmentt;irrate_ch;elorgst;grpodr_;usgfunction;xmusgfunction;zz_prport;zz_prpl;k4_koef_ch;first_line_house;posnr;bukrs;objnr;zz_klasz;objnr_ao;factusing;branc;segment;obsh_plosh;osnov_plosh;vspom_plosh;proch_plosh;plosh_v_ar;neis_plosh;osn_obsh;vspom_obsh;org_pm;teh_pm;balans_v;ostat_v;rinoch_v;arend_st;no_nds_st;nds;obespech;val_arend_st;val_no_nds_st;val_nds;perem_ap;obespech_z;schet_podr;vspplp;vspshch;obespech_p;schet_zdn;neis_square;orgunit;blkid_easup;orgunit_square;quan;irrate;k4_koef;zz_lattitude;zz_longitude;ctl_action;ctl_validfrom;ctl_validto;ctl_pa_loading;archive_name;file_name;ctl_loading
IB00100010429;Поволжский банк;Пензенское отд. №8624;5400/1/1887;В пользовании;8624/0113 С (с.Мещерское,ул.Школьная,д.4) 58:25:24:9:4:0:0 4000/003;Здание/помещение  (нежилое);1992-01-30;9999-12-31;СМ- сельская местность;58;обл Пензенская;р-н Сердобский;;;с Мещерское;;ул Школьная;4;Собственность;01;Договор купли-продажи;Не планируется переформатирование;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Непереформатированные ВСП;Дополнительный офис №8624/0113;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;3.136,35;10;01;01;Служебное;X;;1,2000000000;X;0000000000;5400;IB54000000000100001887;05;I000000000000000837866;06;8624;06;46.5000;46.5000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;545.0420;517.7900;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;46.5000;1;0.0000;0.0000;46.5000;0;0.0000;10274059;38;46.5000;1.0000;3136.35;1.2000000000;52.663521;44.162628;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100010462;Поволжский банк;Ульяновское отд. №8588;5400/1/1920;В пользовании;д.о. №8588/0145;Здание/помещение  (нежилое);2003-06-30;9999-12-31;СМ- сельская местность;73;обл Ульяновская;р-н Инзенский;;;с Коржевка;;ул Салыгина;1;Собственность;01;Решение органов власти кроме залога;Не планируется переформатирование;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Непереформатированные ВСП;Отдел недвиж. и разв-я инфраструктуры;Сервисы;Неиспользуемые: прочие;05;Ритейл;Ритейл - стритритейл, ВПП;2.988,30;10;01;01;Служебное;X;;-;;0000000000;5400;IB54000000000100001920;04;I000000000000000837518;06;8588;06;28.9800;28.9800;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;390.2486;380.8826;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.0000;1;0.0000;0.0000;0.0000;0;28.9800;10237060;30;28.9800;0.0000;2988.30;1.0000000000;54.181488;46.380176;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100010468;Поволжский банк;Ульяновское отд. №8588;5400/1/1926;В пользовании;д.о. №8588/0144, доля в праве 36/180;Здание/помещение  (нежилое);1996-12-31;9999-12-31;СМ- сельская местность;73;обл Ульяновская;р-н Инзенский;;;с Аргаш;;ул Кузнецова;69;Собственность;01;Решение органов власти кроме залога;Не планируется переформатирование;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Непереформатированные ВСП;Отдел недвиж. и разв-я инфраструктуры;Сервисы;Неиспользуемые: прочие;05;Ритейл;Ритейл - стритритейл, ВПП;2.988,30;10;01;01;Служебное;X;;-;;0000000000;5400;IB54000000000100001926;04;I000000000000000837511;06;8588;06;35.9600;35.9600;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;356.4977;344.3768;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.0000;1;0.0000;0.0000;0.0000;0;35.9600;10237060;30;35.9600;0.0000;2988.30;1.0000000000;53.963267;46.247948;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100010469;Поволжский банк;Ульяновское отд. №8588;5400/1/1927;В пользовании;д.о. №8588/0157;Здание/помещение  (нежилое);1996-12-31;9999-12-31;СМ- сельская местность;73;обл Ульяновская;р-н Инзенский;;;с Черемушки;;ул Шоссейная;46/1;Собственность;01;Решение органов власти кроме залога;Не планируется переформатирование;;;;;Сервисы;ГРУППА B. Офисы;;;;Нет;2026-01-01;2026-12-31;D;ЦПН;Отдел недвиж. и разв-я инфраструктуры;Сервисы;Неиспользуемые: прочие;05;Административный;Офисы;2.404,00;41;02;01;Служебное;X;;-;;0000000000;5400;IB54000000000100001927;04;I000000000000000837517;07;8588;07;29.3400;25.3000;4.0400;0.0000;0.0000;0.0000;86.2304;13.7696;0.0000;0.0000;538.7677;520.4497;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.0000;1;0.0000;0.0000;0.0000;0;29.3400;10237060;30;29.3400;0.0000;2404.00;1.0000000000;53.745962;46.439510;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100010470;Поволжский банк;Ульяновское отд. №8588;5400/1/1928;В пользовании;д.о. №8588/0143;Здание/помещение  (нежилое);1996-06-17;9999-12-31;СМ- сельская местность;73;обл Ульяновская;р-н Инзенский;;;рп Глотовка;;ул Советская;27;Собственность;01;Строительство;;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-20;2026-12-31;D;ВСП РБ: Непереформатированные ВСП;Дополнительный офис №8588/0143;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;2.988,30;10;01;01;Служебное;X;;-;;0000000000;5400;IB54000000000100001928;04;I000000000000000837516;06;8588;06;53.6000;53.6000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;691.7817;668.2612;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;26.8000;1;0.0000;0.0000;26.8000;0;0.0000;10190271;38;53.6000;2.0000;2988.30;1.0000000000;53.953981;46.698861;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100010480;Поволжский банк;Волгоградское отд. №8621;5400/1/1938;В пользовании;Калачевское ОСБ№ 8621/0438;Здание/помещение  (нежилое);1993-05-05;9999-12-31;СМ- сельская местность;34;обл Волгоградская;р-н Клетский;;;х Верхняя Бузиновка;;ул Центральная;95/2;Собственность;01;Договор купли-продажи;Не планируется переформатирование;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Базовое подразделение;Дополнительный офис №8621/0438;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;2.681,70;01;01;01;Служебное;X;;1,2000000000;X;0000000000;5400;IB54000000000100001938;04;I000000000000000837580;06;8621;06;69.2000;69.2000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;1096.7578;1059.4680;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;69.2000;1;0.0000;0.0000;69.2000;0;0.0000;10271140;38;69.2000;1.0000;2681.70;1.2000000000;49.058302;43.216682;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100010494;Поволжский банк;Волгоградское отд. №8621;5400/1/1952;В пользовании;8621/0651;Здание/помещение  (нежилое);1997-08-01;9999-12-31;СМ- сельская местность;34;обл Волгоградская;;р-н Дубовский;;с Горный Балыклей;;ул Пушкина;45А;Собственность;01;Договор купли-продажи;Не планируется переформатирование;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Базовое подразделение;Дополнительный офис №8621/0651;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;2.681,70;01;01;01;Служебное;X;;1,2000000000;X;0000000000;5400;IB54000000000100001952;04;I000000000000000837582;06;8621;06;72.4000;72.4000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;1143.1776;1104.3096;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;72.4000;1;0.0000;0.0000;72.4000;0;0.0000;10273654;38;72.4000;1.0000;2681.70;1.2000000000;49.552389;45.077630;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100010495;Поволжский банк;Пензенское отд. №8624;5400/1/1953;В пользовании;8624/0216 С (с.Пачелма,ул.Полбицина,д.7)4285/075 58:23:44:5:7:0:0: ПЕРЕМЕЩЕНИЕ 08.04.16;Здание/помещение  (нежилое);1996-06-26;9999-12-31;СМ- сельская местность;58;обл Пензенская;р-н Пачелмский;;;с Пачелма;;ул Полбицина;7;Собственность;01;Строительство;Не планируется переформатирование;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Непереформатированные ВСП;Упр-е продаж и обслуживания в сети ВСП;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;5.450,55;10;01;20;Иное;X;;1,2000000000;X;0000000000;5400;IB54000000000100001953;05;I000000000000000837885;06;8624;06;44.5000;44.5000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;699.0701;664.1165;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.0000;1;0.0000;0.0000;0.0000;0;0.0000;10206409;38;44.5000;0.0000;5450.55;1.2000000000;53.336231;43.298730;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100010500;Поволжский банк;Пензенское отд. №8624;5400/1/1958;В пользовании;8624/0206 С (с.Невежкино,ул.Советская,д.58) 4285/064;Здание/помещение  (нежилое);1994-11-20;9999-12-31;СМ- сельская местность;58;обл Пензенская;р-н Белинский;;;с Невежкино;;ул Советская;58;Собственность;01;Строительство;Не планируется переформатирование;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Непереформатированные ВСП;Упр-е продаж и обслуживания в сети ВСП;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;4.205,25;10;01;01;Служебное;X;;1,2000000000;X;0000000000;5400;IB54000000000100001958;05;I000000000000000837881;06;8624;06;43.8000;43.8000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;675.2093;641.4487;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.0000;1;0.0000;0.0000;0.0000;0;0.0000;10206409;38;43.8000;0.0000;4205.25;1.2000000000;53.103857;43.331077;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100010501;Поволжский банк;Пензенское отд. №8624;5400/1/1959;В пользовании;8624/0205 С (с.Свищевка,ул.Ивановская,д.4А) 4285/063;Здание/помещение  (нежилое);1996-07-22;9999-12-31;СМ- сельская местность;58;обл Пензенская;р-н Белинский;;;с Свищевка;;ул Ивановская;4;Собственность;01;Строительство;Не планируется переформатирование;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Непереформатированные ВСП;Дополнительный офис №8624/0205;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;4.205,25;10;01;01;Служебное;X;;1,2000000000;X;0000000000;5400;IB54000000000100001959;05;I000000000000000837880;06;8624;06;63.7000;63.7000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;1393.4348;1340.5036;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;63.7000;1;0.0000;0.0000;63.7000;0;0.0000;10274797;38;63.7000;1.0000;4205.25;1.2000000000;52.842453;43.755909;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100010502;Поволжский банк;Пензенское отд. №8624;5400/1/1960;В пользовании;8624/0204 С (с.Поим,ул.Советская,д.2) 4285/062;Здание/помещение  (нежилое);1965-08-20;9999-12-31;СМ- сельская местность;58;обл Пензенская;р-н Белинский;;;с Поим;;ул Советская;2;Собственность;01;Строительство;Не планируется переформатирование;;;;;;ГРУППА A. Бизнес;;;;Нет;2026-01-12;2026-12-31;D;Иные;Отдел недвиж-ти и разв-я инфраструктуры;Сервисы;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;4.205,25;27;01;01;Служебное;X;;1,2000000000;X;0000000000;5400;IB54000000000100001960;05;I000000000000000837879;06;8624;06;106.0000;106.0000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;2840.7569;2722.9840;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;106.0000;1;0.0000;0.0000;0.0000;0;0.0000;10283389;30;75.5000;0.0000;4205.25;1.2000000000;53.027731;43.182762;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
